alert_id,transaction_id,alert_timestamp,rule_triggered,risk_score,reviewer_status,resolution
ALT-341104fa,TXN-5ae16668,2025-03-22 05:24:09,High Value,77,Unassigned,False Positive (Legit)
ALT-314dc1d1,TXN-b83d040a,2025-05-07 22:42:05,High Value,53,In Review,Unresolved
ALT-70a3b7e5,TXN-4b1849b5,2025-02-12 04:44:56,Impossible Travel,76,Unassigned,Unresolved
ALT-89eb658f,TXN-d1005244,2025-02-03 23:31:29,VPN Detected,89,Closed,Unresolved
ALT-e0899be6,TXN-7e6b6771,2025-04-06 06:20:41,Impossible Travel,71,In Review,False Positive (Legit)
ALT-ab129e53,TXN-9febb586,2025-08-13 01:32:03,High Velocity,59,Closed,False Positive (Legit)
ALT-6d8d8a39,TXN-9020f30b,2025-10-16 23:20:07,VPN Detected,56,In Review,Unresolved
ALT-d36a1d5c,TXN-1c0ae9a6,2025-05-10 17:09:17,VPN Detected,98,In Review,True Positive (Fraud)
ALT-895d239a,TXN-70250a50,2025-09-09 16:50:28,High Value,77,Unassigned,True Positive (Fraud)
ALT-505e885b,TXN-f83b3619,2025-06-01 18:39:43,High Value,64,Closed,True Positive (Fraud)
ALT-13122444,TXN-5a777dee,2025-11-20 11:58:25,High Velocity,61,Unassigned,Unresolved
ALT-6f5102aa,TXN-a77a4417,2025-04-06 09:28:55,High Velocity,70,In Review,Unresolved
ALT-ef95ccff,TXN-c33264aa,2025-07-22 21:17:54,High Value,75,Unassigned,Unresolved
ALT-116adc66,TXN-381fc17a,2025-09-13 22:21:27,VPN Detected,92,Closed,Unresolved
ALT-03c8540a,TXN-95bac6eb,2025-05-07 21:23:12,Impossible Travel,89,Closed,True Positive (Fraud)
ALT-4fbeda00,TXN-9264a837,2025-06-21 07:25:39,High Velocity,71,Closed,Unresolved
ALT-5d7b1f8d,TXN-7cdf12bb,2025-07-08 02:37:21,High Velocity,56,In Review,True Positive (Fraud)
ALT-4ba771f2,TXN-6e2caf66,2025-03-17 04:03:46,VPN Detected,89,Closed,True Positive (Fraud)
ALT-9ca9ca5f,TXN-c69d43bc,2025-01-31 17:02:29,High Velocity,74,In Review,False Positive (Legit)
ALT-5d8cd934,TXN-4ba5e0ea,2025-01-04 17:34:56,VPN Detected,68,Unassigned,False Positive (Legit)
ALT-f4544a51,TXN-cbe4f7ee,2025-04-09 19:27:35,VPN Detected,85,Unassigned,Unresolved
ALT-43c17163,TXN-927bed16,2025-04-29 10:45:26,VPN Detected,91,In Review,False Positive (Legit)
ALT-2221b30e,TXN-f5555dfa,2025-01-26 09:58:29,High Velocity,59,Closed,False Positive (Legit)
ALT-384e16e3,TXN-29b9b0ac,2025-02-16 23:32:44,High Velocity,76,In Review,True Positive (Fraud)
ALT-e546dddb,TXN-08b7f715,2025-10-16 00:41:29,High Value,74,Closed,False Positive (Legit)
ALT-00acffe5,TXN-2d2f5895,2025-04-20 11:15:48,VPN Detected,84,In Review,Unresolved
ALT-b2466ed1,TXN-e8a87dec,2025-05-02 20:12:11,Impossible Travel,68,In Review,True Positive (Fraud)
ALT-f65db8d6,TXN-60b49459,2025-06-24 01:42:35,High Value,78,Closed,False Positive (Legit)
ALT-933ff8bf,TXN-5a72235e,2025-07-26 11:12:28,VPN Detected,71,Closed,False Positive (Legit)
ALT-62b5e77c,TXN-bd875f1b,2025-11-06 20:32:09,VPN Detected,56,Closed,False Positive (Legit)
ALT-8c8a3252,TXN-3f89e063,2025-08-04 02:40:40,Impossible Travel,93,Closed,Unresolved
ALT-18ee102b,TXN-aae8fb8b,2025-06-09 01:01:01,High Velocity,52,Closed,Unresolved
ALT-fa57aa36,TXN-e0d974c7,2025-08-26 18:48:21,VPN Detected,67,Unassigned,False Positive (Legit)
ALT-e685a145,TXN-dec3d6be,2025-12-18 21:39:20,Impossible Travel,68,Unassigned,Unresolved
ALT-da7a286f,TXN-85777182,2025-02-18 20:02:53,High Velocity,62,Closed,Unresolved
ALT-db47a79f,TXN-a98329c2,2025-03-07 02:26:11,VPN Detected,79,Closed,False Positive (Legit)
ALT-bf6c01f7,TXN-5dae1b79,2025-10-25 05:30:33,Impossible Travel,71,Unassigned,False Positive (Legit)
ALT-0e2d6002,TXN-862af175,2025-11-17 21:17:41,Impossible Travel,64,In Review,True Positive (Fraud)
ALT-3ef1a191,TXN-fca5d276,2025-04-23 13:02:41,Impossible Travel,58,Closed,Unresolved
ALT-c07ec750,TXN-4d0c7598,2025-11-09 14:58:51,High Value,53,Unassigned,Unresolved
ALT-d19ed80a,TXN-26e451c3,2025-02-16 09:37:53,High Velocity,65,Closed,True Positive (Fraud)
ALT-4d6ccb53,TXN-b2ec192d,2025-02-09 13:10:57,Impossible Travel,61,In Review,Unresolved
ALT-38ade5ba,TXN-43e13930,2025-08-22 08:48:34,Impossible Travel,75,In Review,Unresolved
ALT-5cbd9652,TXN-ee3ebf12,2025-01-16 22:20:18,Impossible Travel,57,Closed,False Positive (Legit)
ALT-460853ee,TXN-174260a2,2025-06-23 06:51:28,VPN Detected,71,Unassigned,True Positive (Fraud)
ALT-87778776,TXN-e8272cb2,2025-01-08 12:52:10,VPN Detected,56,In Review,True Positive (Fraud)
ALT-73b2a77e,TXN-f2eb7963,2025-01-27 21:12:19,VPN Detected,60,Unassigned,False Positive (Legit)
ALT-a41dd8a0,TXN-ffe16687,2025-12-13 15:20:13,High Value,52,Closed,Unresolved
ALT-a91b977c,TXN-fb30968a,2025-03-28 04:24:43,High Value,91,In Review,Unresolved
ALT-fb353bdd,TXN-6b4c4d0e,2025-09-08 06:45:49,High Value,92,Closed,Unresolved
ALT-04921b77,TXN-8791f01e,2025-08-13 12:17:27,VPN Detected,63,Closed,False Positive (Legit)
ALT-6ba0429f,TXN-790429b5,2025-08-28 00:12:16,High Value,86,Unassigned,False Positive (Legit)
ALT-95ead418,TXN-cb701f09,2025-07-25 03:20:20,Impossible Travel,95,Closed,Unresolved
ALT-24b067e4,TXN-39554991,2025-08-31 16:45:07,High Value,86,Closed,False Positive (Legit)
ALT-56c44dc7,TXN-bbfb6a9e,2025-05-02 01:39:48,High Value,52,Closed,False Positive (Legit)
ALT-d11f4b6b,TXN-0fcc6a72,2025-04-23 08:38:32,High Value,81,In Review,Unresolved
ALT-dfdce4cf,TXN-00ff486c,2025-06-20 11:47:32,High Velocity,50,Unassigned,False Positive (Legit)
ALT-500f184d,TXN-0b5a7b8b,2025-06-15 16:32:57,High Value,99,Closed,Unresolved
ALT-6ae7075f,TXN-9301ad3a,2025-09-13 07:46:05,VPN Detected,99,Closed,True Positive (Fraud)
ALT-cdb5b95d,TXN-8815fc7c,2025-03-04 03:49:15,VPN Detected,67,Unassigned,True Positive (Fraud)
ALT-68d8c3e2,TXN-1adab867,2025-09-12 21:39:31,High Velocity,61,Unassigned,False Positive (Legit)
ALT-1d729344,TXN-a23f2a8f,2025-11-01 13:32:19,High Value,53,Closed,False Positive (Legit)
ALT-3f8bad8f,TXN-fd559ed1,2025-03-27 11:36:48,High Velocity,51,In Review,False Positive (Legit)
ALT-2ba864a0,TXN-ae9cf7f0,2025-07-19 06:37:58,Impossible Travel,88,Closed,False Positive (Legit)
ALT-bf90e5b6,TXN-2465a2ef,2025-11-07 01:04:39,High Value,73,Unassigned,Unresolved
ALT-e095ab3d,TXN-563ccf62,2025-02-04 17:17:45,VPN Detected,52,Closed,True Positive (Fraud)
ALT-c238721f,TXN-45d4a39a,2025-11-25 05:28:04,High Value,66,Closed,True Positive (Fraud)
ALT-4b5797ce,TXN-daa8a478,2025-12-06 12:59:37,High Velocity,54,In Review,Unresolved
ALT-d775884b,TXN-bce3d728,2025-07-02 10:05:23,Impossible Travel,89,Closed,True Positive (Fraud)
ALT-bd8a2400,TXN-f5edbd69,2025-08-11 09:10:18,Impossible Travel,98,Closed,Unresolved
ALT-04551ece,TXN-fb7758be,2025-08-20 11:21:30,High Velocity,53,Closed,Unresolved
ALT-1ae0ce35,TXN-6f7199cd,2025-10-04 01:07:16,High Velocity,55,Closed,False Positive (Legit)
ALT-e1fd0138,TXN-9a8613b1,2025-12-07 05:19:14,High Value,65,In Review,True Positive (Fraud)
ALT-b5e251dd,TXN-62480aea,2025-11-14 21:01:38,High Velocity,68,Unassigned,False Positive (Legit)
ALT-01bb5fc7,TXN-c2616edc,2025-03-14 04:46:11,High Value,84,Closed,Unresolved
ALT-6062c07b,TXN-127a90c6,2025-01-06 20:07:18,Impossible Travel,56,In Review,True Positive (Fraud)
ALT-dd0621da,TXN-23c8ea39,2025-06-12 05:12:52,High Value,92,Closed,False Positive (Legit)
ALT-579fff27,TXN-a4d9f19b,2025-11-27 03:34:32,High Velocity,82,Closed,False Positive (Legit)
ALT-0b9ee366,TXN-9c2f417a,2025-09-04 02:47:10,Impossible Travel,89,Closed,True Positive (Fraud)
ALT-a4b968b9,TXN-a616e7d3,2025-01-14 12:50:52,VPN Detected,92,Unassigned,False Positive (Legit)
ALT-047f5388,TXN-f4c46d6a,2025-11-01 23:08:56,VPN Detected,96,In Review,True Positive (Fraud)
ALT-2e752f8f,TXN-91e9a6a7,2025-10-06 06:17:35,High Value,64,Closed,Unresolved
ALT-378370b8,TXN-55c7042b,2025-02-26 12:11:38,VPN Detected,62,Closed,Unresolved
ALT-8a90e0c9,TXN-560b3da4,2025-05-02 17:09:22,Impossible Travel,56,In Review,False Positive (Legit)
ALT-16f5a815,TXN-5c7e9f8a,2025-12-23 10:39:31,High Value,60,Closed,False Positive (Legit)
ALT-3cfa7f2e,TXN-dfb58ece,2025-06-10 03:03:42,High Value,56,Closed,True Positive (Fraud)
ALT-9f48e8bc,TXN-7cac49ee,2025-03-27 19:43:57,Impossible Travel,93,Closed,Unresolved
ALT-47ae6f77,TXN-e245b1c2,2025-09-08 16:35:45,VPN Detected,83,Unassigned,Unresolved
ALT-bba31ab6,TXN-ab0bff3b,2025-09-02 11:17:07,High Value,54,Unassigned,Unresolved
ALT-f0d29356,TXN-ac7a7450,2025-02-13 03:47:34,Impossible Travel,91,In Review,True Positive (Fraud)
ALT-34a89fbe,TXN-ef76c25a,2025-05-23 23:21:53,Impossible Travel,83,Unassigned,False Positive (Legit)
ALT-c0809638,TXN-2eb935a0,2025-08-15 17:03:39,High Velocity,76,Closed,True Positive (Fraud)
ALT-46063f3a,TXN-07ca927a,2025-09-25 23:48:21,VPN Detected,85,Unassigned,True Positive (Fraud)
ALT-0f24577c,TXN-195f8372,2025-01-10 18:38:03,VPN Detected,53,Unassigned,True Positive (Fraud)
ALT-698d1854,TXN-c4d6407b,2025-02-07 00:30:35,Impossible Travel,65,Unassigned,False Positive (Legit)
ALT-d5f4616c,TXN-2da0198b,2025-04-05 11:21:00,High Velocity,53,Unassigned,Unresolved
ALT-a44afc2a,TXN-ababbb73,2025-04-08 17:37:16,High Velocity,51,Unassigned,True Positive (Fraud)
ALT-2b713408,TXN-fe69ca2d,2025-01-10 13:25:44,Impossible Travel,81,In Review,False Positive (Legit)
ALT-5093adc1,TXN-4c8da9fc,2025-04-17 19:13:01,High Value,73,Unassigned,Unresolved
ALT-01ca2b81,TXN-0751bd65,2025-06-23 06:30:40,Impossible Travel,57,Unassigned,Unresolved
ALT-ddb9b665,TXN-e1cf0b23,2025-01-26 15:51:55,High Velocity,88,Closed,Unresolved
ALT-f1bcb3ac,TXN-e5733550,2025-11-17 23:05:57,High Velocity,88,Closed,Unresolved
ALT-6c5a90a4,TXN-46118b03,2025-10-04 19:32:23,High Velocity,65,Closed,True Positive (Fraud)
ALT-c4cb586c,TXN-4daebf2c,2025-07-09 09:10:40,Impossible Travel,76,Unassigned,True Positive (Fraud)
ALT-1df7a089,TXN-cb3a29af,2025-04-17 10:30:24,High Value,65,Closed,Unresolved
ALT-8e279f18,TXN-be1863b1,2025-09-24 21:45:04,Impossible Travel,69,In Review,True Positive (Fraud)
ALT-b583df64,TXN-ce75d7ed,2025-07-05 17:43:18,High Value,98,Unassigned,False Positive (Legit)
ALT-76b395b2,TXN-972d1e03,2025-02-12 15:33:56,Impossible Travel,65,In Review,Unresolved
ALT-a9cb010b,TXN-70e485e9,2025-07-27 00:52:01,High Velocity,78,In Review,False Positive (Legit)
ALT-6c01c817,TXN-60594d6b,2025-09-21 22:36:42,High Velocity,76,Closed,True Positive (Fraud)
ALT-c6cadafc,TXN-ff0d393b,2025-03-27 12:42:23,High Velocity,54,In Review,True Positive (Fraud)
ALT-1cebc2f4,TXN-7da59e6f,2025-03-15 16:12:56,Impossible Travel,82,Unassigned,Unresolved
ALT-50cf9c06,TXN-e67db132,2025-05-22 09:46:15,Impossible Travel,93,Closed,True Positive (Fraud)
ALT-6120c79a,TXN-5601c594,2025-05-29 09:15:06,High Velocity,60,In Review,Unresolved
ALT-467f0d60,TXN-f3fa1c52,2025-04-03 13:26:18,Impossible Travel,75,In Review,False Positive (Legit)
ALT-83023051,TXN-19dc1b71,2025-02-10 06:41:52,VPN Detected,60,In Review,False Positive (Legit)
ALT-583e74e5,TXN-d0485386,2025-01-31 09:06:26,High Velocity,74,Closed,True Positive (Fraud)
ALT-2553a2f3,TXN-fbab3908,2025-07-19 12:03:03,High Value,64,In Review,True Positive (Fraud)
ALT-0cd3845d,TXN-472815b4,2025-06-28 01:55:35,Impossible Travel,70,Closed,False Positive (Legit)
ALT-32b986ab,TXN-49438757,2025-06-11 09:17:37,Impossible Travel,83,In Review,False Positive (Legit)
ALT-fa5dfbb1,TXN-4ab5455b,2025-11-26 12:09:22,High Velocity,84,Unassigned,Unresolved
ALT-e9b6fd18,TXN-99c1d166,2025-03-25 15:00:03,VPN Detected,86,Closed,True Positive (Fraud)
ALT-737b78e0,TXN-c8bf48a0,2025-12-16 16:30:33,Impossible Travel,72,In Review,False Positive (Legit)
ALT-3fed780e,TXN-b0df68fc,2025-01-24 05:18:00,Impossible Travel,51,In Review,Unresolved
ALT-35a3c371,TXN-0706b505,2025-05-25 12:44:04,High Velocity,57,Closed,False Positive (Legit)
ALT-62136e79,TXN-66fed24e,2025-03-24 12:05:06,VPN Detected,77,Unassigned,Unresolved
ALT-16547b65,TXN-25813619,2025-05-28 19:13:25,VPN Detected,64,Closed,Unresolved
ALT-932608bb,TXN-8cd3f6e5,2025-03-02 21:42:23,High Value,63,Closed,False Positive (Legit)
ALT-ce103296,TXN-f2ddfbf5,2025-06-20 01:36:11,VPN Detected,55,Closed,True Positive (Fraud)
ALT-17b1ad75,TXN-07c98186,2025-03-28 11:52:07,High Value,78,Unassigned,False Positive (Legit)
ALT-67923b26,TXN-855e12c4,2025-03-15 21:01:14,High Velocity,62,Unassigned,True Positive (Fraud)
ALT-e6af1df4,TXN-ab9f2049,2025-10-13 00:16:57,High Velocity,52,In Review,False Positive (Legit)
ALT-1401eec4,TXN-500ee3bf,2025-12-19 18:37:13,High Velocity,78,Unassigned,False Positive (Legit)
ALT-28ac2d34,TXN-d3cbe4f2,2025-10-04 00:16:23,VPN Detected,89,Unassigned,True Positive (Fraud)
ALT-9176ab43,TXN-5a07dd4e,2025-01-11 03:13:06,High Value,50,Closed,True Positive (Fraud)
ALT-81136dc0,TXN-45ae6b29,2025-12-09 15:51:37,Impossible Travel,94,In Review,Unresolved
ALT-5f10ca9a,TXN-304a71f8,2025-08-25 08:13:37,VPN Detected,85,Closed,True Positive (Fraud)
ALT-eb47a5e3,TXN-4c91efc7,2025-06-10 07:45:42,High Value,58,In Review,Unresolved
ALT-7d010029,TXN-2e43c82a,2025-12-23 14:40:13,High Velocity,92,Unassigned,Unresolved
ALT-1ea0c63a,TXN-8f9adfbd,2025-04-26 16:33:05,VPN Detected,80,Closed,False Positive (Legit)
ALT-89a23128,TXN-38cee38d,2025-11-22 20:48:49,VPN Detected,85,In Review,Unresolved
ALT-cb59aaf3,TXN-a01819aa,2025-05-29 06:15:36,Impossible Travel,72,Closed,True Positive (Fraud)
ALT-626e4ecc,TXN-d4ad8dfd,2025-12-31 17:57:23,High Value,86,In Review,True Positive (Fraud)
ALT-cd0666c4,TXN-d930a30c,2025-11-27 16:16:16,Impossible Travel,73,Closed,Unresolved
ALT-c86d0862,TXN-d4cdfa4a,2025-07-17 07:18:29,High Value,70,Unassigned,True Positive (Fraud)
ALT-825a3d51,TXN-2088689a,2025-10-24 14:28:24,High Value,90,Unassigned,Unresolved
ALT-30c2efb7,TXN-b359d329,2025-06-13 07:41:41,Impossible Travel,90,Unassigned,True Positive (Fraud)
ALT-d4f1ed1f,TXN-c6340f28,2025-06-14 04:36:50,Impossible Travel,93,Unassigned,Unresolved
ALT-6965e395,TXN-db46e968,2025-04-03 06:57:08,High Value,65,Unassigned,Unresolved
ALT-feaf3646,TXN-b1f82778,2025-07-05 01:38:58,High Velocity,66,In Review,True Positive (Fraud)
ALT-86df18a5,TXN-b3824a85,2025-04-13 07:43:52,VPN Detected,62,Unassigned,False Positive (Legit)
ALT-3520ed28,TXN-f9bd22a1,2025-04-15 13:06:12,VPN Detected,55,Closed,Unresolved
ALT-f4c9bb09,TXN-af39bed4,2025-05-06 01:47:07,High Velocity,76,Closed,Unresolved
ALT-c18c227e,TXN-085c9fb9,2025-02-19 17:57:44,High Value,62,Closed,Unresolved
ALT-0e729b9e,TXN-a2e9c30d,2025-06-28 00:25:54,Impossible Travel,88,In Review,Unresolved
ALT-b533d969,TXN-03bd7be2,2025-11-05 06:39:12,High Velocity,77,Closed,False Positive (Legit)
ALT-f3323ea4,TXN-5d33b2f5,2025-04-24 03:01:29,Impossible Travel,65,Closed,True Positive (Fraud)
ALT-37cb2e29,TXN-21c37c57,2025-06-03 12:05:26,High Velocity,87,In Review,Unresolved
ALT-1cc034de,TXN-dec12ee9,2025-04-12 12:58:46,High Value,63,In Review,Unresolved
ALT-fe55a61e,TXN-3d1be550,2025-06-20 06:36:19,Impossible Travel,90,Unassigned,True Positive (Fraud)
ALT-07a5c277,TXN-b57244eb,2025-04-24 19:55:09,High Value,95,Unassigned,False Positive (Legit)
ALT-10190da2,TXN-0e3cfd9e,2025-03-09 07:41:48,VPN Detected,53,In Review,True Positive (Fraud)
ALT-ee09a4cd,TXN-12d47d32,2025-12-23 12:12:46,High Value,60,In Review,False Positive (Legit)
ALT-f909fc5a,TXN-3b5b04af,2025-04-22 13:09:09,High Velocity,69,In Review,Unresolved
ALT-b0918a1e,TXN-1f562b80,2025-04-11 17:19:54,VPN Detected,82,Unassigned,True Positive (Fraud)
ALT-f723d14f,TXN-46df6ce5,2025-02-15 05:28:42,Impossible Travel,66,Closed,True Positive (Fraud)
ALT-11a698a5,TXN-cf48f51e,2025-03-05 21:45:00,High Value,53,In Review,True Positive (Fraud)
ALT-e8ced815,TXN-b0266b60,2025-07-05 14:31:34,VPN Detected,92,In Review,Unresolved
ALT-8eb76d3a,TXN-f78f483d,2025-09-15 02:41:25,High Velocity,88,Closed,True Positive (Fraud)
ALT-fe051ad3,TXN-db7e9663,2025-12-29 19:02:08,VPN Detected,66,Closed,False Positive (Legit)
ALT-403d4c2d,TXN-a0df5089,2025-05-26 22:38:06,VPN Detected,66,Closed,True Positive (Fraud)
ALT-6d5c9727,TXN-d21e7561,2025-03-25 16:45:32,VPN Detected,71,In Review,True Positive (Fraud)
ALT-7f49f41d,TXN-ebf98f2f,2025-05-23 08:49:50,High Value,99,Unassigned,True Positive (Fraud)
ALT-a3f24687,TXN-024d7c5e,2025-07-01 23:45:10,VPN Detected,55,Closed,False Positive (Legit)
ALT-0a1508ee,TXN-1afb1598,2025-01-21 15:04:43,VPN Detected,95,Unassigned,Unresolved
ALT-a2d2c8ac,TXN-85a0225b,2025-10-17 12:08:31,Impossible Travel,91,Unassigned,False Positive (Legit)
ALT-9406d0c3,TXN-f0024399,2025-12-05 13:30:49,Impossible Travel,65,In Review,Unresolved
ALT-ebff9516,TXN-3eccac2f,2025-07-21 03:27:25,High Velocity,68,Closed,True Positive (Fraud)
ALT-b9c3b5b8,TXN-c4d380b3,2025-09-28 03:55:52,High Value,88,In Review,Unresolved
ALT-cb3c8fd0,TXN-64306b3c,2025-01-05 21:08:53,High Velocity,94,Unassigned,Unresolved
ALT-cf52d58e,TXN-6bdbb826,2025-03-13 02:45:07,Impossible Travel,53,Unassigned,Unresolved
ALT-2d5ddaa7,TXN-75ed367e,2025-08-09 17:42:00,High Velocity,70,Closed,True Positive (Fraud)
ALT-f8045f06,TXN-b90afca6,2025-10-11 00:02:51,Impossible Travel,87,Closed,True Positive (Fraud)
ALT-4da0ca18,TXN-13e32c82,2025-07-15 21:08:19,Impossible Travel,57,In Review,Unresolved
ALT-2ddf16bd,TXN-a210adbe,2025-06-24 11:33:44,High Value,64,Closed,Unresolved
ALT-4d9cfdcd,TXN-bb4f968a,2025-06-10 08:32:24,Impossible Travel,68,In Review,Unresolved
ALT-d2cd98b5,TXN-2818f8a7,2025-03-11 19:59:04,High Velocity,70,Unassigned,True Positive (Fraud)
ALT-472b8219,TXN-fd5b895b,2025-11-06 00:58:22,High Velocity,90,In Review,Unresolved
ALT-d32a6b3c,TXN-629aea79,2025-06-01 17:58:17,Impossible Travel,58,In Review,False Positive (Legit)
ALT-b3ae2540,TXN-e59b645f,2025-01-27 03:10:59,High Value,52,Unassigned,False Positive (Legit)
ALT-21961e19,TXN-06b1bfd5,2025-02-21 07:22:13,High Velocity,70,Closed,Unresolved
ALT-3994f957,TXN-ad6c5374,2025-08-13 14:50:24,High Velocity,79,Unassigned,False Positive (Legit)
ALT-676b8a63,TXN-292f50aa,2025-10-20 12:55:53,VPN Detected,98,In Review,Unresolved
ALT-42bd3c33,TXN-27c50f67,2025-01-09 05:23:01,High Velocity,64,Closed,True Positive (Fraud)
ALT-67800c8d,TXN-b26ef72c,2025-12-20 23:01:36,High Value,83,Unassigned,True Positive (Fraud)
ALT-4be404ca,TXN-5e13948d,2025-05-12 23:04:39,High Velocity,62,Closed,Unresolved
ALT-fbeed0bb,TXN-b3437df9,2025-06-06 21:19:30,Impossible Travel,78,Unassigned,False Positive (Legit)
ALT-91af6f88,TXN-0102535c,2025-02-22 14:10:03,High Velocity,91,Unassigned,True Positive (Fraud)
ALT-d436a57f,TXN-ab46fab0,2025-11-11 16:56:23,Impossible Travel,68,Closed,False Positive (Legit)
ALT-789b1e87,TXN-b78f84a5,2025-09-16 23:13:39,Impossible Travel,85,In Review,False Positive (Legit)
ALT-ba904a95,TXN-7b59f021,2025-06-01 06:43:06,High Velocity,96,Unassigned,True Positive (Fraud)
ALT-7f79f6be,TXN-f2fc1ba7,2025-08-20 02:26:06,VPN Detected,94,In Review,False Positive (Legit)
ALT-ad46aaae,TXN-c82b156f,2025-03-24 11:38:16,High Value,56,In Review,False Positive (Legit)
ALT-3ef02b90,TXN-6fefc5f5,2025-07-06 11:06:28,High Velocity,71,Unassigned,False Positive (Legit)
ALT-70176eab,TXN-56602c22,2025-06-03 17:11:05,High Velocity,84,Closed,False Positive (Legit)
ALT-ca6996fe,TXN-85b561d3,2025-09-10 10:03:24,High Velocity,91,Closed,Unresolved
ALT-c960cdf9,TXN-1fdfbb6f,2025-02-12 00:00:09,VPN Detected,80,Unassigned,False Positive (Legit)
ALT-07a42184,TXN-af19732a,2025-04-16 11:45:25,VPN Detected,95,In Review,False Positive (Legit)
ALT-0903ffa5,TXN-7f0e4486,2025-04-08 11:23:58,High Value,71,Closed,Unresolved
ALT-7e804b0c,TXN-c54a099b,2025-03-23 00:00:08,High Velocity,97,Closed,True Positive (Fraud)
ALT-b60db8d5,TXN-9e0aea04,2025-12-15 12:29:14,High Value,58,Unassigned,True Positive (Fraud)
ALT-4da95e16,TXN-6b25d9c9,2025-04-23 22:21:40,High Velocity,77,In Review,True Positive (Fraud)
ALT-a3eb3074,TXN-85d5596b,2025-07-05 02:26:57,High Velocity,92,In Review,Unresolved
ALT-7d29cef6,TXN-fcf64506,2025-11-05 04:27:29,High Velocity,52,Closed,Unresolved
ALT-79c5bf40,TXN-266a4efd,2025-08-17 22:46:32,High Velocity,54,In Review,False Positive (Legit)
ALT-f5b9ea7c,TXN-667ee469,2025-12-13 08:55:49,Impossible Travel,99,Unassigned,False Positive (Legit)
ALT-04ceb10d,TXN-67048094,2025-07-13 06:10:21,High Velocity,83,In Review,False Positive (Legit)
ALT-e1559da5,TXN-2c971915,2025-11-13 01:00:40,High Value,61,Closed,Unresolved
ALT-a67894dd,TXN-e3cf1371,2025-10-31 02:06:25,VPN Detected,55,In Review,False Positive (Legit)
ALT-133e1dda,TXN-b0d05603,2025-08-29 08:04:32,Impossible Travel,61,Unassigned,Unresolved
ALT-73238258,TXN-9141d27d,2025-11-14 09:03:51,High Value,56,Closed,True Positive (Fraud)
ALT-9be7da82,TXN-5d60879d,2025-05-25 13:13:30,Impossible Travel,87,Unassigned,Unresolved
ALT-76940e81,TXN-cf4b7bb4,2025-01-20 12:12:21,VPN Detected,54,In Review,False Positive (Legit)
ALT-c5500267,TXN-9e53fc69,2025-03-26 14:06:18,VPN Detected,58,In Review,True Positive (Fraud)
ALT-cad7cc02,TXN-b34182cc,2025-08-16 04:25:06,High Velocity,83,In Review,True Positive (Fraud)
ALT-2d9968ea,TXN-741bfe33,2025-09-26 17:08:44,Impossible Travel,58,Closed,Unresolved
ALT-8d8a5c40,TXN-5512627e,2025-05-18 15:52:32,High Velocity,72,Closed,True Positive (Fraud)
ALT-9d29a277,TXN-92d9f40b,2025-01-20 08:07:03,VPN Detected,81,Unassigned,Unresolved
ALT-a9b041bc,TXN-f8fa4b6e,2025-09-12 12:39:33,High Velocity,93,Closed,Unresolved
ALT-d4d63fee,TXN-5b1d1f08,2025-12-07 20:38:06,High Value,98,Unassigned,Unresolved
ALT-f444e7f5,TXN-53fe6f73,2025-03-21 09:11:24,High Value,51,In Review,True Positive (Fraud)
ALT-55c9e5b0,TXN-ad9a2291,2025-10-02 17:20:05,VPN Detected,80,Unassigned,False Positive (Legit)
ALT-fbddd40a,TXN-c60dfcf9,2025-10-17 14:04:53,Impossible Travel,76,Closed,Unresolved
ALT-92c7cea1,TXN-5532d296,2025-08-31 17:53:07,High Value,79,Closed,True Positive (Fraud)
ALT-906df89a,TXN-92cef2b6,2025-03-10 23:23:55,VPN Detected,95,Closed,False Positive (Legit)
ALT-b6b4d296,TXN-1296928e,2025-06-11 08:33:55,High Value,76,Closed,Unresolved
ALT-a9f46469,TXN-3567383a,2025-07-12 09:33:51,High Velocity,90,Closed,True Positive (Fraud)
ALT-afafe6b4,TXN-68f3f017,2025-02-18 06:13:21,High Value,86,In Review,Unresolved
ALT-9c3422ae,TXN-b3c31819,2025-01-30 17:38:31,VPN Detected,72,Unassigned,True Positive (Fraud)
ALT-691ff56b,TXN-9e150ac4,2025-08-17 04:42:01,High Velocity,66,Unassigned,False Positive (Legit)
ALT-5f68a74e,TXN-d21086bd,2025-10-02 20:35:22,VPN Detected,95,Closed,Unresolved
ALT-e62ab755,TXN-1226f0bf,2025-09-27 11:32:08,High Velocity,80,In Review,Unresolved
ALT-ecfb89fe,TXN-b2134433,2025-05-16 03:09:14,High Velocity,68,In Review,True Positive (Fraud)
ALT-f1775795,TXN-1df7ef83,2025-06-01 06:24:51,Impossible Travel,77,In Review,Unresolved
ALT-b126bb01,TXN-37835a4f,2025-07-18 08:52:56,High Velocity,95,In Review,False Positive (Legit)
ALT-c3a63117,TXN-5df0faa8,2025-06-26 08:18:06,High Velocity,93,Unassigned,False Positive (Legit)
ALT-96de1e31,TXN-2c63f556,2025-07-09 06:04:39,Impossible Travel,95,Closed,True Positive (Fraud)
ALT-6100e8cf,TXN-d86c21e0,2025-04-27 17:11:34,High Velocity,80,Unassigned,True Positive (Fraud)
ALT-a71ea3ee,TXN-afe8bd4f,2025-08-24 13:37:39,High Velocity,85,In Review,False Positive (Legit)
ALT-d0e80b6f,TXN-3b22380d,2025-08-21 13:40:42,High Value,96,Closed,Unresolved
